Team,Rating,Games,FirstLeague,FirstTier,FirstMatchDate,EntryRating,IsSeed,Pass,EntryMode,BaseK,NewK,NewGames,SeedModel,RetroGamesN
Virtus Entella,2388,279,Serie B,2,2014-08-30,2446.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Châteauroux,2388,180,Ligue 2,2,2014-08-01,2439.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
BB Erzurumspor,2388,74,Süper Lig,1,2018-08-12,2383.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
K Beerschot VA,2388,70,Belgian Pro League,1,2020-08-10,2429.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Wacker Innsbruck,2387,176,Austrian Bundesliga,1,2010-08-01,2472.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Yverdon Sport FC,2387,76,Swiss Super League,1,2023-08-06,2420.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Tours,2386,152,Ligue 2,2,2014-08-01,2494.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Fatih Karagümrük,2385,89,Süper Lig,1,2020-09-12,2469.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Wigan Athletic,2384,1208,Division 2,3,1998-08-07,2454.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sigma Olomouc,2384,136,Czech First League,1,2018-08-04,2404.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
1. Wiener Neustädter SC,2384,144,Austrian Bundesliga,1,2011-08-13,2395.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Peterborough United,2384,1261,Division 3,4,1998-08-07,2186.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Arles-Avignon,2381,38,Ligue 2,2,2014-08-01,2409.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Reus,2379,126,Segunda División,2,2016-08-20,2578.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Reading,2379,1248,Division 2,3,1998-08-07,2330.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sheffield Wednesday,2378,1512,Premier League,1,1992-08-15,2733.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Blau-Weiß Linz,2376,32,Austrian Bundesliga,1,2025-08-03,2406.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Grasshopper Club Zürich,2375,148,Swiss Super League,1,2014-08-02,2404.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Atromitos,2374,170,Super League Greece,1,2018-08-25,2421.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Hatayspor,2373,114,Süper Lig,1,2020-09-14,2487.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
KAS Eupen,2368,129,Belgian Pro League,1,2018-08-04,2414.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Waasland-Beveren,2367,93,Belgian Pro League,1,2018-08-03,2417.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Asteras Tripolis,2367,173,Super League Greece,1,2018-08-25,2360.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Volos NFC,2366,144,Super League Greece,1,2019-08-25,2347.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Gençlerbirliği,2365,85,Süper Lig,1,2019-08-17,2423.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bohemians Praha 1905,2358,138,Czech First League,1,2018-08-06,2343.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FK Teplice,2358,135,Czech First League,1,2018-08-04,2329,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Vaduz,2357,72,Swiss Super League,1,2014-08-06,2310.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Kolos Kovalivka,2357,60,Ukrainian Premier League,1,2023-07-28,2314,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
RWD Molenbeek,2357,36,Belgian Pro League,1,2023-08-05,2394.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
SKN St. Pölten,2355,168,Austrian Bundesliga,1,2016-08-06,2389.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Neuchâtel Xamax FCS,2354,72,Swiss Super League,1,2018-07-21,2382.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FK Mladá Boleslav,2354,140,Czech First League,1,2018-08-05,2336.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Zorya Lugansk,2354,60,Ukrainian Premier League,1,2023-08-06,2369.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Panetolikos,2353,174,Super League Greece,1,2018-08-25,2309.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Dundee FC,2353,120,Scottish Premiership,1,2018-08-04,2362.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
MFK Karviná,2353,136,Czech First League,1,2018-08-05,2337.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Aarau,2352,36,Swiss Super League,1,2014-07-19,2368.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bradford City,2347,1247,Division 1,2,1998-08-07,2663.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Kapfenberger SV 1919,2344,36,Austrian Bundesliga,1,2011-08-13,2379,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sporting Lokeren,2344,30,Belgian Pro League,1,2018-08-04,2390.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
1. FC Slovácko,2344,139,Czech First League,1,2018-08-05,2422.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Blackpool,2341,1253,Division 2,3,1998-08-07,2327.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Stevenage,2341,932,National League,5,2005-08-13,1974.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
GS Kallithea,2340,36,Super League Greece,1,2024-08-18,2360.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Exeter City,2339,1167,Division 3,4,1998-08-07,2186.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Pordenone,2338,116,Serie B,2,2019-08-09,2511,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Akhisar Belediyespor,2337,34,Süper Lig,1,2018-08-12,2370.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
NK Veres,2336,60,Ukrainian Premier League,1,2023-07-28,2357,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Livorno,2335,196,Serie A,1,2013-08-25,2557.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Lecco,2334,38,Serie B,2,2023-09-03,2372.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Hamilton Academical,2333,96,Scottish Premiership,1,2018-08-04,2328.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
AE Kifisias,2332,42,Super League Greece,1,2023-08-20,2351.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC LNZ Cherkasy,2329,60,Ukrainian Premier League,1,2023-08-05,2348.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Ross County FC,2327,139,Scottish Premiership,1,2019-08-03,2333.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Leyton Orient,2326,1262,Division 3,4,1998-08-07,2162.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Xanthi FC,2324,63,Super League Greece,1,2018-08-26,2356,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
OFI Heraklion,2324,172,Super League Greece,1,2018-08-26,2372.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Mansfield Town,2321,1259,Division 3,4,1998-08-07,2116.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
St. Johnstone FC,2320,171,Scottish Premiership,1,2018-08-04,2395.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Wimbledon,2319,1253,Premier League,1,1992-08-15,2782.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Livingston FC,2316,145,Scottish Premiership,1,2018-08-04,2411,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Denizlispor,2315,74,Süper Lig,1,2019-08-16,2376.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FK Obolon,2315,60,Ukrainian Premier League,1,2023-07-28,2305.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Panionios GSS,2315,63,Super League Greece,1,2018-08-26,2305.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Stade Lausanne-Ouchy,2306,38,Swiss Super League,1,2023-08-05,2339.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Salford City,2302,336,National League,5,2018-08-04,2087.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
AE Lárissa,2301,105,Super League Greece,1,2018-08-25,2378.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Panserraikos,2301,78,Super League Greece,1,2023-08-20,2360.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Mynai,2300,30,Ukrainian Premier League,1,2023-08-05,2322.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Fastav Zlín,2299,68,Czech First League,1,2018-08-04,2354.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Walsall,2292,1255,Division 2,3,1998-08-07,2464.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Adana Demirspor,2290,73,Süper Lig,1,2023-08-13,2366.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bury FC,2288,874,Division 2,3,2000-08-12,2322.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Inhulets Petrove,2286,30,Ukrainian Premier League,1,2024-08-04,2315.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Doncaster Rovers,2286,1030,Division 3,4,2003-08-09,2281.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Notts County,2286,1251,Division 2,3,1998-08-07,2352.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Vorskla Poltava,2283,60,Ukrainian Premier League,1,2023-08-06,2307.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bristol Rovers,2283,1254,Division 2,3,1998-08-07,2370.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Zlín,2283,35,Czech First League,1,2023-07-22,2316.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
1. FK Příbram,2282,69,Czech First League,1,2018-08-04,2317.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Zbrojovka Brno,2279,34,Czech First League,1,2020-08-22,2314.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Gillingham,2278,1254,Division 2,3,1998-08-07,2421.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Northampton Town,2277,1263,Division 2,3,1998-08-07,2328,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FK Dukla Praha,2277,70,Czech First League,1,2018-07-20,2250.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FK Pardubice,2277,104,Czech First League,1,2020-08-23,2363,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Livyi Bereh,2274,30,Ukrainian Premier League,1,2024-08-04,2306.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
İstanbulspor AŞ,2271,38,Süper Lig,1,2023-08-12,2327.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Milton Keynes Dons,2268,978,League 1,3,2004-08-07,2331.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
PAS Giannina,2267,96,Super League Greece,1,2018-08-25,2318.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Burton Albion,2262,935,National League,5,2005-08-13,1994.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Metalist 1925 Kharkiv,2256,30,Ukrainian Premier League,1,2023-08-05,2291.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Chernomorets Odessa,2256,60,Ukrainian Premier League,1,2023-08-06,2280.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Apollon Smyrnis,2250,63,Super League Greece,1,2018-08-25,2275.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Port Vale,2247,1262,Division 1,2,1998-08-07,2507,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Lamia,2245,168,Super League Greece,1,2018-08-27,2397.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Crewe Alexandra,2244,1256,Division 1,2,1998-08-07,2542.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Cambridge United,2244,1250,Division 3,4,1998-08-07,2219,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Chesterfield,2244,1251,Division 2,3,1998-08-07,2348.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bromley,2239,469,National League,5,2015-08-08,1941.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Swindon Town,2237,1297,Premier League,1,1993-08-14,2628.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Fleetwood Town,2233,702,National League,5,2010-08-14,2065.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
SFC Opava,2226,69,Czech First League,1,2018-08-03,2298.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Barrow,2225,702,National League,5,2008-08-08,1948,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Carlisle United,2199,1212,Division 3,4,1998-08-07,2098.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Forest Green Rovers,2197,929,National League,5,2005-08-13,1866.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Colchester United,2197,1256,Division 2,3,1998-08-07,2336.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
York City,2191,984,Division 2,3,1998-08-07,2284.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Rochdale,2187,1253,Division 3,4,1998-08-07,2140.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Shrewsbury Town,2178,1207,Division 3,4,1998-08-07,2105.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Grimsby Town,2160,1254,Division 1,2,1998-08-08,2528.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Dynamo České Budějovice,2156,104,Czech First League,1,2020-08-23,2299,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Barnet,2155,1064,Division 3,4,1998-08-07,2158.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Southend United,2152,1253,Division 3,4,1998-08-07,2117.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Tranmere Rovers,2149,1253,Division 1,2,1998-08-07,2549.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Accrington Stanley,2149,928,National League,5,2005-08-13,2095.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Eastleigh,2147,46,National League,5,2014-08-09,2092.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Crawley Town,2141,928,National League,5,2005-08-13,1964.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Cheltenham Town,2141,1209,Division 3,4,1999-08-06,2210.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Macclesfield Town,2137,1003,Division 2,3,1998-08-07,2283.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Rushden & Diamonds FC,2118,230,Division 3,4,2001-08-11,2232.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Woking,2117,318,National League,5,2005-08-13,1980,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Harrogate Town,2110,336,National League,5,2018-08-04,2006.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Newport County,2100,703,National League,5,2010-08-14,2025.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Oldham Athletic,2099,1340,Premier League,1,1992-08-15,2695.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Darlington FC,2099,460,Division 3,4,2000-08-12,2135.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Halifax Town,2080,834,Division 3,4,1998-08-07,2130.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Scunthorpe United,2076,1165,Division 3,4,1998-08-07,2181.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Boreham Wood,2075,424,National League,5,2015-08-08,1994,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Gateshead,2073,274,National League,5,2009-08-08,1937,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Rushden & Diamonds,2053,228,National League,5,2006-08-12,1975.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Salisbury City,2053,182,National League,5,2007-08-11,2018.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Hartlepool United,2049,1256,Division 3,4,1998-08-07,2093.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Chester City,2049,414,Division 3,4,1998-08-07,2113.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Eastleigh FC,2045,470,National League,5,2015-08-08,2021.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Solihull Moors,2031,425,National League,5,2016-08-06,1937,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Woking FC,2028,425,National League,5,2015-08-08,1948.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Hereford United,2013,410,National League,5,2005-08-13,2091.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Maidenhead United,2010,354,National League,5,2017-08-05,1976.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Morecambe,2008,931,National League,5,2005-08-13,2051.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Southport,2007,318,National League,5,2005-08-13,1925.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Torquay United,2007,1088,Division 3,4,1998-08-07,2143.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Dagenham & Redbridge,1999,901,National League,5,2005-08-13,2016.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Altrincham FC,1992,295,National League,5,2015-08-08,1919.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Altrincham,1992,316,National League,5,2005-08-13,1898.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Alfreton Town,1988,184,National League,5,2011-08-13,1987.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Tamworth FC,1987,71,National League,5,2024-08-10,1996.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Aldershot Town,1984,928,National League,5,2005-08-13,1998.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Darlington,1981,184,Division 3,4,1998-08-07,2184.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Wealdstone FC,1981,248,National League,5,2020-10-06,1897.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Canvey Island,1978,42,National League,5,2005-08-13,1958,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Welling United,1973,92,National League,5,2013-08-10,1974.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Boston United,1972,301,Division 3,4,2002-08-10,2170.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Gateshead FC,1971,347,National League,5,2015-08-08,2011.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Yeovil Town,1969,976,Division 3,4,2003-08-09,2209.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sutton United,1969,427,National League,5,2016-08-06,2005,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Nuneaton Town,1960,138,National League,5,2012-08-11,2031.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
